CustomerID,customer_clv,value_segment,premium_customer,premium_score,predicted_premium_customer,action_band
CUST013173,7197.73,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017183,7432.75,Premium,1,0.9981591766801065,1,Retain & Grow
CUST003249,6703.379999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013156,6762.12,Premium,1,0.9981591766801065,1,Retain & Grow
CUST012912,6758.960000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015432,7214.489999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST000779,7486.56,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014325,6476.700000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017305,6741.38,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015760,7196.9800000000005,Premium,1,0.9981591766801065,1,Retain & Grow
CUST010118,5851.719999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015881,5859.23,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013693,7464.420000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017788,6505.25,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016708,6723.849999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST001103,6720.6,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016023,6454.67,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013794,5895.55,Premium,1,0.9981591766801065,1,Retain & Grow
CUST010175,6018.410000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013534,6450.1,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013714,6018.07,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014237,6323.3,Premium,1,0.9981591766801065,1,Retain & Grow
CUST001475,6658.59,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016511,6175.49,Premium,1,0.9981591766801065,1,Retain & Grow
CUST003215,6179.380000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST012469,7218.93,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014168,6344.01,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017628,6192.279999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015746,6198.9,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013182,7295.73,Premium,1,0.9981591766801065,1,Retain & Grow
CUST000945,7284.759999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013381,6560.65,Premium,1,0.9981591766801065,1,Retain & Grow
CUST009647,7259.619999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013530,6343.6,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017924,6284.35,Premium,1,0.9981591766801065,1,Retain & Grow
CUST001785,6287.19,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017375,6293.280000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST005693,6525.31,Premium,1,0.9981591766801065,1,Retain & Grow
CUST004661,6304.13,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007071,6305.76,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017603,6329.4,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015955,6563.52,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017674,6570.81,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017133,6650.85,Premium,1,0.9981591766801065,1,Retain & Grow
CUST009852,6162.28,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015718,6038.76,Premium,1,0.9981591766801065,1,Retain & Grow
CUST009959,6319.4,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016205,6640.530000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST010974,6083.1,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008437,6089.719999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014892,6122.24,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017730,6373.07,Premium,1,0.9981591766801065,1,Retain & Grow
CUST000114,6609.07,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014840,6368.11,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002295,6603.19,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015843,6132.290000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014313,5789.33,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014006,6353.29,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008265,7306.860000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015639,6145.4800000000005,Premium,1,0.9981591766801065,1,Retain & Grow
CUST011309,6574.64,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017686,6156.620000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016192,6373.54,Premium,1,0.9981591766801065,1,Retain & Grow
CUST004873,6033.620000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013118,5336.459999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014132,5780.34,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016363,5262.65,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008540,6991.049999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST011823,5292.120000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014866,6943.990000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015379,7790.549999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007633,5310.1,Premium,1,0.9981591766801065,1,Retain & Grow
CUST004023,5317.450000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008169,7130.97,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002952,5257.01,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016054,5347.08,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015363,6929.910000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017267,5403.57,Premium,1,0.9981591766801065,1,Retain & Grow
CUST005979,5407.950000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015480,6909.18,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017284,7752.43,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002056,7896.240000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016730,6995.159999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST001275,5255.06,Premium,1,0.9981591766801065,1,Retain & Grow
CUST012382,7703.44,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014102,7798.550000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007721,5154.68,Premium,1,0.9981591766801065,1,Retain & Grow
CUST003634,5156.63,Premium,1,0.9981591766801065,1,Retain & Grow
CUST006039,7063.419999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015766,7031.59,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014694,7159.57,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016437,7025.780000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST009233,7179.34,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008956,7013.53,Premium,1,0.9981591766801065,1,Retain & Grow
CUST011584,7071.53,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016559,5217.120000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST005688,7184.48,Premium,1,0.9981591766801065,1,Retain & Grow
CUST012668,7794.2,Premium,1,0.9981591766801065,1,Retain & Grow
CUST011785,5227.860000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014535,7003.179999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017514,5246.76,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015233,6995.369999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017739,5413.41,Premium,1,0.9981591766801065,1,Retain & Grow
CUST000655,7049.129999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014864,7699.57,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016155,5614.08,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017422,5710.42,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002237,5708.4,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017702,7562.209999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST013921,6814.9400000000005,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016403,5689.289999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST010534,5656.99,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016952,7634.62,Premium,1,0.9981591766801065,1,Retain & Grow
CUST006967,7914.860000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015699,6497.33,Premium,1,0.9981591766801065,1,Retain & Grow
CUST014940,6798.590000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST003669,5443.360000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST008384,5630.59,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002936,5620.26,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015066,6830.54,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007561,6793.450000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015982,5539.65,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016485,7502.81,Premium,1,0.9981591766801065,1,Retain & Grow
CUST004910,5777.959999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007880,5444.889999999999,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017546,6882.45,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017126,6876.990000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016803,6860.27,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016907,6846.230000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016777,7591.200000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST015580,7080.43,Premium,1,0.9981591766801065,1,Retain & Grow
CUST016081,5548.070000000001,Premium,1,0.9981591766801065,1,Retain & Grow
CUST010068,6841.35,Premium,1,0.9981591766801065,1,Retain & Grow
CUST017297,6839.24,Premium,1,0.9981591766801065,1,Retain & Grow
CUST007588,6837.38,Premium,1,0.9981591766801065,1,Retain & Grow
CUST001996,5584.12,Premium,1,0.9981591766801065,1,Retain & Grow
CUST002053,5070.58,Premium,1,0.9981560270255414,1,Retain & Grow
CUST010439,7943.57,Premium,1,0.9981148823544682,1,Retain & Grow
CUST004719,7215.98,Premium,1,0.998096120935645,1,Retain & Grow
CUST013533,5907.96,Premium,1,0.998096120935645,1,Retain & Grow
CUST013584,5887.3099999999995,Premium,1,0.998096120935645,1,Retain & Grow
CUST014380,5654.47,Premium,1,0.998096120935645,1,Retain & Grow
CUST011146,6530.0599999999995,Premium,1,0.998096120935645,1,Retain & Grow
CUST012381,6702.109999999999,Premium,1,0.998096120935645,1,Retain & Grow
CUST011965,6442.69,Premium,1,0.9980951259560591,1,Retain & Grow
CUST014911,5071.339999999999,Premium,1,0.9980951259560591,1,Retain & Grow
CUST014180,6060.53,Premium,1,0.9980951259560591,1,Retain & Grow
CUST000258,6116.070000000001,Premium,1,0.9980951259560591,1,Retain & Grow
CUST003546,6418.86,Premium,1,0.9980854361288282,1,Retain & Grow
CUST013037,6778.4,Premium,1,0.9980854361288282,1,Retain & Grow
CUST011091,5161.49,Premium,1,0.9980854361288282,1,Retain & Grow
CUST010653,6330.490000000001,Premium,1,0.9980854361288282,1,Retain & Grow
CUST016193,6316.030000000001,Premium,1,0.9980854361288282,1,Retain & Grow
CUST007601,6969.16,Premium,1,0.9980854361288282,1,Retain & Grow
CUST009194,6935.18,Premium,1,0.9980854361288282,1,Retain & Grow
CUST009578,5339.57,Premium,1,0.9980854361288282,1,Retain & Grow
CUST003005,7637.610000000001,Premium,1,0.9980854361288282,1,Retain & Grow
CUST014465,6727.049999999999,Premium,1,0.9980854361288282,1,Retain & Grow
CUST017664,6487.51,Premium,1,0.9980854361288282,1,Retain & Grow
CUST015437,6262.26,Premium,1,0.9980663822175322,1,Retain & Grow
CUST014988,7919.31,Premium,1,0.9980663822175322,1,Retain & Grow
CUST013717,6482.92,Premium,1,0.9980663822175322,1,Retain & Grow
CUST005385,7029.96,Premium,1,0.9980653717264233,1,Retain & Grow
CUST013557,6554.3099999999995,Premium,1,0.9980653717264233,1,Retain & Grow
CUST013082,6668.42,Premium,1,0.9980653717264233,1,Retain & Grow
CUST003420,5887.91,Premium,1,0.9980653717264233,1,Retain & Grow
CUST009657,6015.459999999999,Premium,1,0.9980653717264233,1,Retain & Grow
CUST002270,7684.65,Premium,1,0.9980653717264233,1,Retain & Grow
CUST013465,6446.15,Premium,1,0.9980653717264233,1,Retain & Grow
CUST014955,5219.41,Premium,1,0.9980653717264233,1,Retain & Grow
CUST008472,7462.030000000001,Premium,1,0.9980653717264233,1,Retain & Grow
CUST014086,6128.93,Premium,1,0.9980304195362267,1,Retain & Grow
CUST005824,6179.0199999999995,Premium,1,0.9980304195362267,1,Retain & Grow
CUST006455,5780.619999999999,Premium,1,0.9980188247238977,1,Retain & Grow
CUST011548,7084.77,Premium,1,0.9979991092189081,1,Retain & Grow
CUST014010,5471.65,Premium,1,0.9979991092189081,1,Retain & Grow
CUST010233,6818.299999999998,Premium,1,0.9979991092189081,1,Retain & Grow
CUST013637,5054.11,Premium,1,0.9979991092189081,1,Retain & Grow
CUST013572,5700.73,Premium,1,0.9979991092189081,1,Retain & Grow
CUST000432,6825.8099999999995,Premium,1,0.9979918500944147,1,Retain & Grow
CUST001994,7301.26,Premium,1,0.9979918500944147,1,Retain & Grow
CUST010579,6516.26,Premium,1,0.9979918500944147,1,Retain & Grow
CUST015294,5940.88,Premium,1,0.9979918500944147,1,Retain & Grow
CUST013979,5577.950000000001,Premium,1,0.9979918500944147,1,Retain & Grow
CUST004504,5614.16,Premium,1,0.9979878810678062,1,Retain & Grow
CUST016069,5561.039999999999,Premium,1,0.9979878810678062,1,Retain & Grow
CUST014601,7201.1,Premium,1,0.9979878810678062,1,Retain & Grow
CUST013955,6495.84,Premium,1,0.9979878810678062,1,Retain & Grow
CUST015338,6983.89,Premium,1,0.9979878810678062,1,Retain & Grow
CUST005902,5258.1900000000005,Premium,1,0.9979878810678062,1,Retain & Grow
CUST015450,6122.93,Premium,1,0.9979878810678062,1,Retain & Grow
CUST007693,7380.050000000001,Premium,1,0.9979805812906088,1,Retain & Grow
CUST014344,7454.34,Premium,1,0.9979805812906088,1,Retain & Grow
CUST010076,13692.169999999998,Premium,1,0.9979754842876729,1,Retain & Grow
CUST019961,5199.900000000001,Premium,1,0.9979700725511652,1,Retain & Grow
CUST018319,5052.869999999999,Premium,1,0.9979700725511652,1,Retain & Grow
CUST018445,5083.83,Premium,1,0.9979700725511652,1,Retain & Grow
CUST018022,5148.639999999999,Premium,1,0.9979700725511652,1,Retain & Grow
CUST006383,5170.38,Premium,1,0.9979700725511652,1,Retain & Grow
CUST017987,5209.110000000001,Premium,1,0.9979700725511652,1,Retain & Grow
CUST005154,5199.360000000001,Premium,1,0.9979678582565403,1,Retain & Grow
CUST003468,5267.01,Premium,1,0.9979678582565403,1,Retain & Grow
CUST007516,5202.23,Premium,1,0.9979678582565403,1,Retain & Grow
CUST013573,7558.37,Premium,1,0.9979678582565403,1,Retain & Grow
CUST015631,5398.34,Premium,1,0.9979678582565403,1,Retain & Grow
CUST008269,5389.18,Premium,1,0.9979678582565403,1,Retain & Grow
CUST014430,5313.299999999999,Premium,1,0.9979678582565403,1,Retain & Grow
CUST016138,5293.16,Premium,1,0.9979678582565403,1,Retain & Grow
CUST017257,5410.93,Premium,1,0.9979678582565403,1,Retain & Grow
CUST008214,5773.200000000001,Premium,1,0.9979678582565403,1,Retain & Grow
CUST004988,6235.01,Premium,1,0.9979678582565403,1,Retain & Grow
CUST015949,5798.37,Premium,1,0.9979678582565403,1,Retain & Grow
CUST010969,6517.24,Premium,1,0.9979678582565403,1,Retain & Grow
CUST013895,6164.83,Premium,1,0.9979678582565403,1,Retain & Grow
CUST017692,6238.84,Premium,1,0.9979678582565403,1,Retain & Grow
CUST013457,6540.98,Premium,1,0.9979678582565403,1,Retain & Grow
CUST017326,5945.83,Premium,1,0.9979678582565403,1,Retain & Grow
CUST015121,7220.17,Premium,1,0.9979678582565403,1,Retain & Grow
CUST017273,6690.640000000001,Premium,1,0.9979678582565403,1,Retain & Grow
CUST017456,5870.09,Premium,1,0.9979678582565403,1,Retain & Grow
CUST002399,5892.41,Premium,1,0.9979604859869279,1,Retain & Grow
CUST011561,5759.1,Premium,1,0.9979604859869279,1,Retain & Grow
CUST015536,5267.33,Premium,1,0.9979604859869279,1,Retain & Grow
CUST014522,7262.83,Premium,1,0.9979604859869279,1,Retain & Grow
CUST000170,5902.27,Premium,1,0.9979604859869279,1,Retain & Grow
CUST010202,6456.93,Premium,1,0.9979604859869279,1,Retain & Grow
CUST017110,5538.170000000001,Premium,1,0.9979604859869279,1,Retain & Grow
CUST000066,7156.75,Premium,1,0.9979604859869279,1,Retain & Grow
CUST013985,6743.34,Premium,1,0.9979604859869279,1,Retain & Grow
CUST006921,6382.96,Premium,1,0.9979604859869279,1,Retain & Grow
CUST002156,6752.68,Premium,1,0.9979604859869279,1,Retain & Grow
CUST014358,5096.85,Premium,1,0.9979031701586621,1,Retain & Grow
CUST005642,5266.22,Premium,1,0.9979031701586621,1,Retain & Grow
CUST015083,5075.5,Premium,1,0.9978674010256301,1,Retain & Grow
CUST007282,18148.72,Premium,1,0.9978266642017292,1,Retain & Grow
CUST002632,6187.23,Premium,1,0.9978257484160302,1,Retain & Grow
CUST012866,5412.16,Premium,1,0.997819196785714,1,Retain & Grow
CUST003985,6051.620000000001,Premium,1,0.997817861723031,1,Retain & Grow
CUST002432,6555.46,Premium,1,0.9978140519737545,1,Retain & Grow
CUST015004,6037.09,Premium,1,0.9978140519737545,1,Retain & Grow
CUST012184,6565.530000000001,Premium,1,0.9978140519737545,1,Retain & Grow
CUST010397,6668.860000000001,Premium,1,0.9978140519737545,1,Retain & Grow
CUST014299,5480.64,Premium,1,0.9978140519737545,1,Retain & Grow
CUST014202,5495.389999999999,Premium,1,0.9978140519737545,1,Retain & Grow
CUST010433,7478.89,Premium,1,0.9978140519737545,1,Retain & Grow
CUST010129,6744.83,Premium,1,0.9978140519737545,1,Retain & Grow
CUST007169,5815.89,Premium,1,0.9978140519737545,1,Retain & Grow
CUST008143,5232.43,Premium,1,0.9977963483868826,1,Retain & Grow
CUST011364,20006.14,Premium,1,0.9977858478204564,1,Retain & Grow
CUST004653,7214.08,Premium,1,0.9977799171198238,1,Retain & Grow
CUST014543,7478.79,Premium,1,0.9977799171198238,1,Retain & Grow
CUST015300,7125.250000000001,Premium,1,0.9977799171198238,1,Retain & Grow
CUST015203,7118.5,Premium,1,0.9977799171198238,1,Retain & Grow
CUST010923,6239.349999999999,Premium,1,0.9977799171198238,1,Retain & Grow
CUST007231,6399.91,Premium,1,0.9977799171198238,1,Retain & Grow
CUST004449,5221.42,Premium,1,0.9977799171198238,1,Retain & Grow
CUST013993,6204.36,Premium,1,0.9977799171198238,1,Retain & Grow
CUST014486,6230.36,Premium,1,0.9977799171198238,1,Retain & Grow
CUST010821,5309.030000000001,Premium,1,0.9977799171198238,1,Retain & Grow
CUST015251,5631.66,Premium,1,0.9977799171198238,1,Retain & Grow
CUST016086,6283.17,Premium,1,0.9977799171198238,1,Retain & Grow
CUST012751,6297.2699999999995,Premium,1,0.9977799171198238,1,Retain & Grow
CUST015201,6344.110000000001,Premium,1,0.9977799171198238,1,Retain & Grow
CUST017046,5902.83,Premium,1,0.9977799171198238,1,Retain & Grow
CUST000817,6481.1,Premium,1,0.9977799171198238,1,Retain & Grow
CUST011478,6635.92,Premium,1,0.9977799171198238,1,Retain & Grow
CUST010709,6138.299999999999,Premium,1,0.9977799171198238,1,Retain & Grow
CUST009978,6709.05,Premium,1,0.9977799171198238,1,Retain & Grow
CUST001005,6739.88,Premium,1,0.9977799171198238,1,Retain & Grow
CUST012431,6962.16,Premium,1,0.9977799171198238,1,Retain & Grow
CUST009368,5845.289999999999,Premium,1,0.9977799171198238,1,Retain & Grow
CUST016986,5769.34,Premium,1,0.9977799171198238,1,Retain & Grow
CUST006851,7068.969999999999,Premium,1,0.9977799171198238,1,Retain & Grow
CUST001607,5416.08,Premium,1,0.9977799171198238,1,Retain & Grow
CUST002314,6147.18,Premium,1,0.9977799171198238,1,Retain & Grow
CUST010553,6276.0599999999995,Premium,1,0.9977543684210708,1,Retain & Grow
CUST006331,21385.27,Premium,1,0.9977427207538093,1,Retain & Grow
CUST004893,5130.009999999999,Premium,1,0.9977166826950002,1,Retain & Grow
CUST002874,18569.08,Premium,1,0.9976931074125235,1,Retain & Grow
CUST010823,18507.16,Premium,1,0.9976931074125235,1,Retain & Grow
CUST014672,13573.760000000002,Premium,1,0.9976931074125235,1,Retain & Grow
CUST013436,12447.820000000002,Premium,1,0.9976931074125235,1,Retain & Grow
CUST012826,12374.03,Premium,1,0.9976931074125235,1,Retain & Grow
CUST012549,12424.490000000002,Premium,1,0.9976931074125235,1,Retain & Grow
CUST013244,12433.81,Premium,1,0.9976931074125235,1,Retain & Grow
CUST001982,13006.05,Premium,1,0.9976931074125235,1,Retain & Grow
CUST014224,12465.91,Premium,1,0.9976931074125235,1,Retain & Grow
CUST006371,12655.45,Premium,1,0.9976931074125235,1,Retain & Grow
CUST010447,12986.41,Premium,1,0.9976931074125235,1,Retain & Grow
CUST014071,12671.36,Premium,1,0.9976931074125235,1,Retain & Grow
CUST011262,17789.29,Premium,1,0.9976931074125235,1,Retain & Grow
CUST002491,16659.579999999998,Premium,1,0.9976931074125235,1,Retain & Grow
CUST012962,12713.05,Premium,1,0.9976931074125235,1,Retain & Grow
CUST015159,13331.36,Premium,1,0.9976931074125235,1,Retain & Grow
CUST011424,17076.75,Premium,1,0.9976931074125235,1,Retain & Grow
CUST012125,16937.96,Premium,1,0.9976931074125235,1,Retain & Grow
CUST003625,16659.91,Premium,1,0.9976931074125235,1,Retain & Grow
CUST002365,13574.41,Premium,1,0.9976931074125235,1,Retain & Grow
CUST011544,16527.34,Premium,1,0.9976931074125235,1,Retain & Grow
CUST012071,16476.4,Premium,1,0.9976931074125235,1,Retain & Grow
CUST014316,13672.82,Premium,1,0.9976931074125235,1,Retain & Grow
CUST013338,13702.38,Premium,1,0.9976931074125235,1,Retain & Grow
CUST011731,12743.3,Premium,1,0.9976931074125235,1,Retain & Grow
CUST010611,13597.510000000002,Premium,1,0.9976877842575976,1,Retain & Grow
CUST012979,5034.47,Premium,1,0.9976602092043253,1,Retain & Grow
CUST007351,6065.8,Premium,1,0.9976294087075456,1,Retain & Grow
CUST004798,7264.919999999999,Premium,1,0.9976294087075456,1,Retain & Grow
CUST005846,5712.25,Premium,1,0.9976294087075456,1,Retain & Grow
CUST000264,6684.04,Premium,1,0.9976294087075456,1,Retain & Grow
CUST002696,5913.950000000001,Premium,1,0.9976294087075456,1,Retain & Grow
CUST004786,7068.42,Premium,1,0.9976294087075456,1,Retain & Grow
CUST010270,5724.139999999999,Premium,1,0.9976294087075456,1,Retain & Grow
CUST001869,5651.14,Premium,1,0.9976294087075456,1,Retain & Grow
CUST014387,5044.63,Premium,1,0.99761212158685,1,Retain & Grow
CUST003709,28810.37,Premium,1,0.997609156601698,1,Retain & Grow
CUST005116,28815.86,Premium,1,0.997609156601698,1,Retain & Grow
